WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
8,Ostrava,Ostrava Open,03/02/2026,WTA250,Indoor,Hard,2nd Round,3,McNally C.,Martincova T.,71,459,896,120,6,4,6,4,,,2,0,Completed,1.2,4.5,,,1.25,4.5,1.22,4.08,1.24,4.9
8,Ostrava,Ostrava Open,03/02/2026,WTA250,Indoor,Hard,2nd Round,3,Parks A.,Avanesyan E.,85,169,830,421,6,4,6,2,,,2,0,Completed,1.33,3.4,,,1.4,3.4,1.36,3.06,1.42,3.3
8,Ostrava,Ostrava Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Korpatsch T.,Arango E.,124,46,600,1142,6,3,6,4,,,2,0,Completed,1.53,2.5,,,1.54,2.9,1.5,2.53,1.59,2.66
8,Ostrava,Ostrava Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Boulter K.,Golubic V.,120,89,624,810,6,2,6,2,,,2,0,Completed,1.73,2.1,,,1.8,2.13,1.74,2.05,1.93,2.06
8,Ostrava,Ostrava Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Fruhvirtova L.,Sramkova R.,121,81,618,848,6,3,6,1,,,2,0,Completed,2.2,1.67,,,2.23,1.7,2.16,1.67,2.26,1.76
8,Ostrava,Ostrava Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Bartunkova N.,Ferro F.,108,281,712,240,6,4,3,6,6,1,2,1,Completed,1.36,3.2,,,1.47,3.2,1.39,2.92,1.4,3.4
8,Ostrava,Ostrava Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Parry D.,Udvardy P.,119,98,627,771,6,1,6,2,,,2,0,Completed,1.5,2.63,,,1.55,2.7,1.5,2.54,1.54,2.8
8,Ostrava,Ostrava Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Volynets K.,Parks A.,96,85,783,830,5,7,6,4,6,2,2,1,Completed,2.1,1.73,,,2.1,2.1,2.03,1.76,2.26,1.77
8,Ostrava,Ostrava Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Boulter K.,Fruhvirtova L.,120,121,624,618,6,3,6,2,,,2,0,Completed,1.67,2.2,,,1.67,2.42,1.62,2.28,1.76,2.28
8,Ostrava,Ostrava Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Parry D.,Bartunkova N.,119,108,627,712,6,1,6,3,,,2,0,Completed,2.63,1.5,,,2.63,1.57,2.5,1.51,2.92,1.51
8,Ostrava,Ostrava Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Korpatsch T.,McNally C.,124,71,600,896,6,4,6,2,,,2,0,Completed,3.75,1.29,,,4.33,1.3,3.63,1.28,4,1.3
8,Ostrava,Ostrava Open,06/02/2026,WTA250,Indoor,Hard,Semifinals,3,Boulter K.,Volynets K.,120,96,624,783,6,1,6,3,,,2,0,Completed,1.57,2.38,,,1.65,2.38,1.61,2.26,1.75,2.3
8,Ostrava,Ostrava Open,06/02/2026,WTA250,Indoor,Hard,Semifinals,3,Korpatsch T.,Parry D.,124,119,600,627,6,4,6,4,,,2,0,Completed,2.38,1.57,,,2.38,1.62,2.29,1.59,2.38,1.72
8,Ostrava,Ostrava Open,07/02/2026,WTA250,Indoor,Hard,The Final,3,Boulter K.,Korpatsch T.,120,124,624,600,5,7,6,2,6,1,2,1,Completed,1.5,2.63,,,1.5,2.75,1.46,2.66,1.53,2.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
