WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
7,Cluj-Napoca,Transylvania Open,02/02/2026,WTA250,Indoor,Hard,1st Round,3,Cirstea S.,Rakhimova K.,36,93,1303,802,6,4,6,4,,,2,0,Completed,1.4,3,,,1.42,3,1.4,2.86,1.44,3.15
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Bronzetti L.,58,110,1068,688,5,7,6,4,7,5,2,1,Completed,1.17,5,,,1.18,5.5,1.17,4.81,1.19,6
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,1st Round,3,Wang Xin.,Quevedo K.,33,134,1356,553,6,3,6,0,,,2,0,Completed,1.2,4.5,,,1.22,5,1.2,4.37,1.22,5.2
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,1st Round,3,Masarova R.,Ruse E.G.,114,72,649,892,6,1,4,6,6,2,2,1,Completed,3.75,1.29,,,4,1.33,3.7,1.26,4.2,1.29
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,1st Round,3,Snigur D.,Rakotomanga Rajaonah T.,144,116,516,649,6,3,6,3,,,2,0,Completed,1.29,3.75,,,1.29,4.25,1.24,3.93,1.27,4.4
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,1st Round,3,Cristian J.,Stefanini L.,35,140,1307,527,6,2,2,6,7,5,2,1,Completed,1.22,4.33,,,1.23,5,1.21,4.23,1.27,4.5
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,2nd Round,3,Oliynykova O.,Bondar A.,91,64,805,973,6,4,6,4,,,2,0,Completed,2.5,1.53,,,3.1,1.53,2.51,1.5,2.54,1.64
7,Cluj-Napoca,Transylvania Open,03/02/2026,WTA250,Indoor,Hard,2nd Round,3,Yuan Y.,Sorribes Tormo S.,130,478,582,113,4,6,6,2,7,6,2,1,Completed,1.3,3.5,,,1.3,3.6,1.29,3.45,1.34,3.85
7,Cluj-Napoca,Transylvania Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Wang Xin.,Masarova R.,33,114,1356,649,6,4,6,2,,,2,0,Completed,1.2,4.5,,,1.25,4.5,1.22,4.04,1.26,4.7
7,Cluj-Napoca,Transylvania Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Zakharova A.,58,107,1068,719,1,6,6,4,6,3,2,1,Completed,1.3,3.5,,,1.35,3.5,1.33,3.25,1.37,3.55
7,Cluj-Napoca,Transylvania Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Chwalinska M.,Danilovic O.,146,88,493,811,6,1,1,6,6,2,2,1,Completed,2.2,1.67,,,2.32,1.8,2.14,1.68,2.24,1.79
7,Cluj-Napoca,Transylvania Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Snigur D.,Cristian J.,144,35,516,1307,6,1,6,0,,,2,0,Completed,2.38,1.57,,,2.5,1.87,2.34,1.58,2.66,1.59
7,Cluj-Napoca,Transylvania Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Cirstea S.,Zidansek T.,36,153,1303,467,6,1,6,0,,,2,0,Completed,1.17,5,,,1.18,5.25,1.16,4.93,1.19,5.8
7,Cluj-Napoca,Transylvania Open,04/02/2026,WTA250,Indoor,Hard,2nd Round,3,Raducanu E.,Juvan K.,30,97,1547,778,7,5,6,1,,,2,0,Completed,1.22,4.33,,,1.3,4.33,1.28,3.61,1.28,4.3
7,Cluj-Napoca,Transylvania Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Oliynykova O.,Wang Xin.,91,33,805,1356,6,4,6,4,,,2,0,Completed,5.5,1.14,,,5.5,1.17,5.07,1.15,6.4,1.18
7,Cluj-Napoca,Transylvania Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Raducanu E.,Chwalinska M.,30,146,1547,493,6,0,6,4,,,2,0,Completed,1.22,4.33,,,1.25,4.5,1.21,4.23,1.25,4.8
7,Cluj-Napoca,Transylvania Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Cirstea S.,Potapova A.,36,58,1303,1068,7,5,6,4,,,2,0,Completed,1.44,2.75,,,1.45,3.5,1.42,2.8,1.5,2.96
7,Cluj-Napoca,Transylvania Open,05/02/2026,WTA250,Indoor,Hard,Quarterfinals,3,Snigur D.,Yuan Y.,144,130,516,582,4,6,6,0,7,5,2,1,Completed,1.5,2.63,,,1.52,2.75,1.49,2.56,1.58,2.68
7,Cluj-Napoca,Transylvania Open,06/02/2026,WTA250,Indoor,Hard,Semifinals,3,Raducanu E.,Oliynykova O.,30,91,1547,805,7,5,3,6,6,3,2,1,Completed,1.17,5,,,1.19,6,1.15,5.09,1.18,6.2
7,Cluj-Napoca,Transylvania Open,06/02/2026,WTA250,Indoor,Hard,Semifinals,3,Cirstea S.,Snigur D.,36,144,1303,516,6,0,6,3,,,2,0,Completed,1.33,3.4,,,1.36,3.5,1.34,3.17,1.37,3.6
7,Cluj-Napoca,Transylvania Open,07/02/2026,WTA250,Indoor,Hard,The Final,3,Cirstea S.,Raducanu E.,36,30,1303,1547,6,0,6,2,,,2,0,Completed,1.73,2.1,,,1.73,2.25,1.68,2.14,1.8,2.22
